City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Braco Do Norte,BR,2020-06-21 20:33:36,-28.27,-49.17,66.99,70,0,11.99
307,Nanortalik,GL,2020-06-21 20:33:36,60.14,-45.24,45.1,70,100,11.99
308,Mayo,US,2020-06-21 20:33:37,38.89,-76.51,82.99,74,1,6.93
309,Eldorado,BR,2020-06-21 20:33:37,-23.79,-54.28,72.36,65,0,5.03
310,Onguday,RU,2020-06-21 20:33:37,50.75,86.15,36.39,82,99,1.21
311,Murashi,RU,2020-06-21 20:32:04,59.4,48.96,40.57,87,4,4.25
312,Nalut,LY,2020-06-21 20:33:37,30.33,10.85,76.87,25,0,16.4
313,Kamenka,RU,2020-06-21 20:33:38,51.32,42.77,66.0,85,50,5.99
314,Marzuq,YE,2020-06-21 20:33:38,14.4,46.47,85.95,33,60,2.59
315,Touho,NC,2020-06-21 20:33:38,-20.78,165.23,71.02,72,77,11.92
316,Polson,US,2020-06-21 20:33:40,47.69,-114.16,75.99,45,27,1.99
317,Paamiut,GL,2020-06-21 20:33:40,61.99,-49.67,41.95,83,56,14.34
318,Kuching,MY,2020-06-21 20:33:40,1.55,110.33,77.0,100,40,5.82
319,Severo-Yeniseyskiy,RU,2020-06-21 20:33:40,60.37,93.04,42.46,99,96,0.89
320,Bozeman,US,2020-06-21 20:32:35,45.68,-111.04,69.8,46,1,8.05
321,Mogadishu,SO,2020-06-21 20:33:41,2.04,45.34,79.3,80,99,21.07
322,Lagoa,PT,2020-06-21 20:32:32,39.05,-27.98,66.07,86,0,18.25
323,Esil,KZ,2020-06-21 20:33:41,51.96,66.4,62.44,75,91,16.58
324,Mporokoso,ZM,2020-06-21 20:33:41,-9.37,30.12,54.63,51,0,4.54
325,Iqaluit,CA,2020-06-21 20:30:11,63.75,-68.51,44.6,65,75,5.82
326,Brainerd,US,2020-06-21 20:33:01,46.36,-94.2,75.2,57,40,11.41
327,Colares,PT,2020-06-21 20:33:42,38.8,-9.45,71.01,82,20,24.16
328,Nome,US,2020-06-21 20:33:42,64.5,-165.41,68.0,72,1,10.29
329,Gouyave,GD,2020-06-21 20:33:42,12.16,-61.73,86.0,74,20,28.86
330,Samarai,PG,2020-06-21 20:33:15,-10.62,150.67,79.34,86,12,10.04
331,Fallon,US,2020-06-21 20:32:18,39.47,-118.78,89.01,12,40,3.36
332,Aizawl,IN,2020-06-21 20:33:43,23.73,92.72,65.52,100,56,1.95
333,Haines Junction,CA,2020-06-21 20:33:43,60.75,-137.51,56.1,39,100,9.44
334,Cody,US,2020-06-21 20:33:44,44.53,-109.06,77.0,42,90,6.93
335,Dryden,CA,2020-06-21 20:33:44,49.78,-92.75,62.6,72,40,11.41
336,Ilulissat,GL,2020-06-21 20:33:44,69.22,-51.1,48.2,58,40,5.82
337,Baringo,KE,2020-06-21 20:33:44,0.47,35.97,68.83,75,83,3.24
338,Ciudad Guayana,VE,2020-06-21 20:33:44,8.35,-62.65,82.99,78,77,7.0
339,Pinega,RU,2020-06-21 20:33:45,64.7,43.39,43.9,76,37,3.36
340,Lima,PE,2020-06-21 20:30:51,-12.04,-77.03,66.2,72,75,9.17
341,Benalla,AU,2020-06-21 20:33:45,-36.55,145.98,42.8,100,90,2.24
342,Skibbereen,IE,2020-06-21 20:29:01,51.55,-9.27,53.6,76,75,16.11
343,Buraydah,SA,2020-06-21 20:33:46,26.33,43.98,87.8,29,0,11.41
344,Kjollefjord,NO,2020-06-21 20:33:46,70.95,27.35,42.8,81,40,8.05
345,Nishihara,JP,2020-06-21 20:33:46,26.18,127.76,82.4,88,90,13.87
346,Kavaratti,IN,2020-06-21 20:33:46,10.57,72.64,83.57,77,100,14.52
347,Yelizovo,RU,2020-06-21 20:33:47,53.19,158.38,41.0,100,75,8.95
348,Skara,SE,2020-06-21 20:33:47,58.39,13.44,66.2,55,100,4.7
349,Vanimo,PG,2020-06-21 20:33:47,-2.67,141.3,77.86,83,19,3.76
350,Daru,PG,2020-06-21 20:33:47,-9.08,143.21,76.86,89,2,11.03
351,Esperance,AU,2020-06-21 20:30:42,-33.87,121.9,41.0,86,0,12.75
352,Chippewa Falls,US,2020-06-21 20:33:48,44.94,-91.39,82.99,51,40,13.87
353,Svetlyy,RU,2020-06-21 20:33:48,54.67,20.13,68.0,88,40,6.71
354,Krasnoselkup,RU,2020-06-21 20:33:48,65.7,82.47,47.55,89,81,10.67
355,Nantucket,US,2020-06-21 20:33:48,41.28,-70.1,77.0,77,90,8.05
356,Karratha,AU,2020-06-21 20:30:37,-20.74,116.85,64.69,38,0,11.59
357,Requena,ES,2020-06-21 20:33:50,39.49,-1.1,73.0,58,0,4.85
358,Mount Isa,AU,2020-06-21 20:33:50,-20.73,139.5,53.6,48,0,18.34
359,Leh,IN,2020-06-21 20:33:50,34.17,77.58,52.56,41,0,5.61
360,Brigantine,US,2020-06-21 20:33:50,39.41,-74.36,84.2,51,1,6.93
361,Gwanda,ZW,2020-06-21 20:33:51,-20.93,29.0,52.93,43,0,2.84
362,Hirara,JP,2020-06-21 20:33:51,24.8,125.28,83.64,85,100,13.98
363,Alvorada,BR,2020-06-21 20:33:51,-12.48,-49.12,79.99,46,31,4.23
364,Mehamn,NO,2020-06-21 20:32:10,71.04,27.85,42.8,81,40,8.05
365,Toora-Khem,RU,2020-06-21 20:33:51,52.47,96.11,53.87,92,100,1.36
366,Erzin,TR,2020-06-21 20:33:52,36.96,36.2,73.99,89,0,2.3
367,Tombouctou,ML,2020-06-21 20:33:17,20.0,-3.0,96.87,9,0,4.0
368,Asau,RO,2020-06-21 20:33:52,46.43,26.4,61.0,94,58,4.0
369,Batemans Bay,AU,2020-06-21 20:33:52,-35.72,150.18,39.0,100,40,4.45
370,Ilebo,CD,2020-06-21 20:33:52,-4.32,20.58,71.33,50,0,0.31
371,Along,IN,2020-06-21 20:33:12,28.17,94.77,72.41,89,55,0.56
372,Husavik,IS,2020-06-21 20:33:53,66.04,-17.34,60.8,59,20,24.16
373,Yulara,AU,2020-06-21 20:33:53,-25.24,130.99,35.6,69,0,8.05
374,Mombasa,KE,2020-06-21 20:33:53,-4.05,39.66,77.43,77,75,16.96
375,Vila Velha,BR,2020-06-21 20:33:09,-20.33,-40.29,77.0,73,0,12.75
376,Deer Lake,CA,2020-06-21 20:33:20,49.17,-57.43,64.4,48,90,12.75
377,Lagos,NG,2020-06-21 20:33:35,6.58,3.75,80.6,88,40,3.36
378,Sisimiut,GL,2020-06-21 20:33:54,66.94,-53.67,48.63,52,0,10.85
379,Sayat,TM,2020-06-21 20:33:54,38.78,63.88,89.6,17,39,10.45
380,Plastun,RU,2020-06-21 20:33:55,44.76,136.29,52.72,95,100,4.45
381,Adrar,MR,2020-06-21 20:33:55,20.5,-10.07,103.44,9,38,13.51
382,Beniganj,IN,2020-06-21 20:33:55,27.28,80.45,88.81,50,52,8.57
383,Tabas,IR,2020-06-21 20:33:55,33.6,56.92,95.0,7,0,11.41
384,Atar,MR,2020-06-21 20:33:55,20.52,-13.05,104.49,12,97,13.15
385,Caravelas,BR,2020-06-21 20:33:56,-17.71,-39.25,70.97,71,0,3.96
386,Svetlaya,RU,2020-06-21 20:33:56,46.54,138.33,50.31,94,100,5.39
387,Tagawa,JP,2020-06-21 20:33:56,33.63,130.8,69.8,88,20,2.24
388,Kununurra,AU,2020-06-21 20:33:56,-15.77,128.73,73.4,39,0,10.29
389,Sennoy,RU,2020-06-21 20:33:56,52.15,46.96,54.61,78,74,9.64
390,Kruisfontein,ZA,2020-06-21 20:32:36,-34.0,24.73,53.73,84,0,6.15
391,Luderitz,NA,2020-06-21 20:33:57,-26.65,15.16,53.6,93,0,6.93
392,Marawi,PH,2020-06-21 20:33:22,8.0,124.29,75.99,92,6,5.01
393,Shihezi,CN,2020-06-21 20:33:57,44.3,86.03,58.39,35,0,6.8
394,Khasan,RU,2020-06-21 20:33:58,42.43,130.64,61.74,96,100,2.82
395,Salinas,US,2020-06-21 20:31:48,36.68,-121.66,73.99,60,1,16.11
396,Wad Madani,SD,2020-06-21 20:33:58,14.4,33.52,93.24,11,37,6.35
397,Phalaborwa,ZA,2020-06-21 20:33:58,-23.94,31.14,66.2,42,0,8.05
398,Plyussa,RU,2020-06-21 20:33:25,58.43,29.37,53.91,83,4,5.23
399,Pemberton,CA,2020-06-21 20:31:30,50.32,-122.8,60.8,72,75,9.17
400,Clyde River,CA,2020-06-21 20:34:00,70.47,-68.59,44.6,81,1,5.82
401,Quatre Cocos,MU,2020-06-21 20:32:11,-20.21,57.76,72.0,78,40,14.99
402,Yeppoon,AU,2020-06-21 20:34:00,-23.13,150.73,57.2,93,90,6.2
403,Shimoda,JP,2020-06-21 20:34:00,34.67,138.95,64.0,95,100,3.0
404,Viedma,AR,2020-06-21 20:32:50,-40.81,-63.0,48.45,52,0,3.31
405,Comodoro Rivadavia,AR,2020-06-21 20:34:01,-45.87,-67.5,53.6,46,75,20.8
406,Sioux Lookout,CA,2020-06-21 20:34:01,50.1,-91.92,60.8,82,75,6.93
407,Kailua,US,2020-06-21 20:29:02,21.4,-157.74,84.2,61,75,9.17
408,Beihai,CN,2020-06-21 20:34:02,21.48,109.1,85.51,80,100,7.96
409,Harrison,US,2020-06-21 20:29:53,30.41,-89.04,89.6,58,20,11.41
410,Shingu,JP,2020-06-21 20:34:02,33.73,135.98,65.66,92,100,18.72
411,Cherskiy,RU,2020-06-21 20:34:02,68.75,161.3,82.45,26,21,15.86
412,Pasewalk,DE,2020-06-21 20:34:02,53.51,13.99,62.01,97,99,6.02
413,Aitape,PG,2020-06-21 20:34:03,-3.14,142.35,78.53,82,22,4.16
414,Tessalit,ML,2020-06-21 20:33:27,20.2,1.01,97.48,8,0,13.11
415,Vredendal,ZA,2020-06-21 20:34:03,-31.67,18.5,56.1,83,0,4.85
416,Faanui,PF,2020-06-21 20:34:03,-16.48,-151.75,78.1,82,98,21.7
417,Noumea,NC,2020-06-21 20:31:51,-22.28,166.46,53.6,93,0,2.24
418,Baker City,US,2020-06-21 20:31:54,44.77,-117.83,75.2,38,1,5.7
419,Neuquen,AR,2020-06-21 20:34:04,-38.95,-68.06,55.4,43,99,4.7
420,Merauke,ID,2020-06-21 20:34:04,-8.47,140.33,76.68,86,56,12.19
421,Akdagmadeni,TR,2020-06-21 20:34:04,39.66,35.88,55.47,60,77,3.18
422,Hunterville,NZ,2020-06-21 20:34:05,-39.93,175.57,51.01,92,1,5.01
423,San Patricio,MX,2020-06-21 20:34:05,19.22,-104.7,84.2,74,75,9.17
424,Maraba,BR,2020-06-21 20:32:07,-5.37,-49.12,91.4,49,1,4.7
425,Jizan,SA,2020-06-21 20:34:05,17.33,42.67,89.6,55,20,8.05
426,Leeton,AU,2020-06-21 20:34:06,-34.57,146.4,44.6,100,90,5.82
427,Tiruppuvanam,IN,2020-06-21 20:34:06,9.83,78.27,84.2,70,40,4.7
428,Lewistown,US,2020-06-21 20:30:15,40.6,-77.57,84.0,58,75,5.12
429,Coahuayana,MX,2020-06-21 20:34:06,18.73,-103.68,86.0,62,40,7.07
430,Lata,PT,2020-06-21 20:34:06,40.16,-8.33,66.99,79,4,7.0
431,Virginia Beach,US,2020-06-21 20:30:04,36.85,-75.98,81.0,69,40,8.05
432,Padang,ID,2020-06-21 20:34:07,-0.95,100.35,77.31,82,98,5.19
433,Ndele,CF,2020-06-21 20:34:07,8.41,20.65,71.56,89,100,5.08
434,Belaya Gora,RU,2020-06-21 20:34:07,68.53,146.42,84.78,22,0,1.59
435,Kungurtug,RU,2020-06-21 20:34:07,50.6,97.52,46.0,86,100,1.52
436,Mishan,CN,2020-06-21 20:34:08,45.55,131.88,62.94,94,100,3.22
437,Les Cayes,HT,2020-06-21 20:34:08,18.2,-73.75,85.73,68,4,8.88
438,San Cristobal,VE,2020-06-21 20:34:08,7.77,-72.22,91.4,43,40,20.8
439,Koregaon,IN,2020-06-21 20:34:08,18.65,74.08,75.29,81,68,12.48
440,Bitburg,DE,2020-06-21 20:34:09,49.97,6.53,68.0,64,90,5.82
441,Vanavara,RU,2020-06-21 20:32:11,60.34,102.28,61.36,78,35,4.54
442,Birjand,IR,2020-06-21 20:34:09,32.87,59.22,78.8,11,0,11.41
443,Pachino,IT,2020-06-21 20:34:09,36.72,15.09,70.0,68,33,9.75
444,Najran,SA,2020-06-21 20:34:09,17.49,44.13,82.4,18,99,4.97
445,Port Macquarie,AU,2020-06-21 20:34:10,-31.43,152.92,41.0,98,1,6.67
446,Vuktyl,RU,2020-06-21 20:34:10,63.86,57.31,42.98,69,45,9.95
447,Buala,SB,2020-06-21 20:31:09,-8.14,159.59,81.81,77,36,4.25
448,Romhany,HU,2020-06-21 20:34:10,47.93,19.26,66.0,87,100,1.01
449,Mocuba,MZ,2020-06-21 20:34:10,-16.84,36.99,60.67,96,29,1.14
450,Houma,US,2020-06-21 20:30:10,29.6,-90.72,84.99,78,75,4.7
451,Derzhavinsk,KZ,2020-06-21 20:34:11,51.1,66.32,65.77,30,15,4.43
452,Nouadhibou,MR,2020-06-21 20:34:11,20.93,-17.03,73.4,69,0,20.8
453,Front Royal,US,2020-06-21 20:32:49,38.92,-78.19,84.99,61,40,4.7
454,Zonhoven,BE,2020-06-21 20:34:11,50.99,5.37,68.0,68,65,3.36
455,Porto Novo,BJ,2020-06-21 20:34:12,6.5,2.6,78.8,94,40,14.99
456,Dolores,AR,2020-06-21 20:34:12,-36.31,-57.68,51.53,71,0,6.98
457,Sandy Bay,AU,2020-06-21 20:34:12,-42.91,147.35,53.6,93,75,6.93
458,Salalah,OM,2020-06-21 20:34:13,17.02,54.09,82.4,94,75,4.7
459,Saint Anthony,US,2020-06-21 20:34:13,45.02,-93.22,84.99,45,40,6.93
460,Diffa,NE,2020-06-21 20:34:13,13.32,12.61,89.87,32,17,8.9
461,Sinnamary,GF,2020-06-21 20:32:23,5.38,-52.95,80.91,77,2,10.29
462,Belmonte,BR,2020-06-21 20:34:14,-15.86,-38.88,75.2,64,0,4.7
463,Balkanabat,TM,2020-06-21 20:34:14,39.51,54.37,74.73,68,0,4.94
464,Longhua,CN,2020-06-21 20:34:14,23.61,114.19,79.77,85,94,1.3
465,Qaqortoq,GL,2020-06-21 20:34:14,60.72,-46.03,60.8,41,100,6.93
466,Gadwal,IN,2020-06-21 20:34:14,16.23,77.8,81.68,67,100,7.85
467,Nhulunbuy,AU,2020-06-21 20:34:15,-12.23,136.77,76.12,75,0,13.29
468,Almaznyy,RU,2020-06-21 20:34:15,48.04,40.05,73.4,78,40,2.24
469,Coihaique,CL,2020-06-21 20:34:15,-45.58,-72.07,46.4,70,75,3.36
470,Guane,CU,2020-06-21 20:34:15,22.2,-84.09,89.67,53,34,5.93
471,Zaozerne,UA,2020-06-21 20:34:15,45.16,33.28,71.26,83,0,7.11
472,Neiafu,TO,2020-06-21 20:34:16,-18.65,-173.98,78.8,88,40,6.93
473,Boshnyakovo,RU,2020-06-21 20:34:16,49.63,142.17,49.33,84,99,1.34
474,Gazanjyk,TM,2020-06-21 20:34:16,39.24,55.52,77.43,53,0,14.07
475,Gubkinskiy,RU,2020-06-21 20:34:17,64.43,76.5,45.55,85,0,7.74
476,Thabazimbi,ZA,2020-06-21 20:34:17,-24.59,27.41,52.79,43,0,3.78
477,Anadyr,RU,2020-06-21 20:34:17,64.75,177.48,69.8,40,38,2.24
478,Lakes Entrance,AU,2020-06-21 20:34:18,-37.88,147.98,42.01,94,93,8.86
479,Anito,PH,2020-06-21 20:34:18,12.45,125.29,79.48,86,79,5.46
480,Sharjah,AE,2020-06-21 20:34:18,25.36,55.4,89.6,70,0,3.36
481,Freeport,US,2020-06-21 20:34:09,40.66,-73.58,84.99,58,1,11.41
482,Kirpilskaya,RU,2020-06-21 20:34:19,45.38,39.69,69.8,83,88,4.47
483,Benicarlo,ES,2020-06-21 20:34:19,40.42,0.43,72.0,71,0,1.99
484,Magsaysay,PH,2020-06-21 20:34:19,6.77,125.18,78.8,100,75,2.24
485,Mecca,SA,2020-06-21 20:33:40,21.43,39.83,83.3,43,92,2.28
486,Pokrovka,KG,2020-06-21 20:34:20,42.34,78.01,56.66,35,0,6.2
487,Otavi,NA,2020-06-21 20:34:20,-19.65,17.33,55.27,37,0,7.65
488,Los Llanos De Aridane,ES,2020-06-21 20:34:20,28.66,-17.92,73.4,73,40,11.41
489,Energetik,RU,2020-06-21 20:33:38,51.74,58.79,54.27,78,1,11.27
490,Fomboni,KM,2020-06-21 20:34:21,-12.28,43.74,77.99,82,33,15.52
491,Okhotsk,RU,2020-06-21 20:34:21,59.38,143.3,50.2,78,100,4.09
492,Beruwala,LK,2020-06-21 20:34:21,6.48,79.98,81.27,82,100,16.33
493,Rio Branco,BR,2020-06-21 20:34:02,-9.97,-67.81,89.6,55,40,8.05
494,Champerico,GT,2020-06-21 20:34:22,14.3,-91.92,85.98,72,9,9.48
495,Paraiso,CR,2020-06-21 20:34:22,9.84,-83.87,71.6,94,75,6.93
496,Pochutla,MX,2020-06-21 20:34:22,15.74,-96.47,93.2,49,40,9.17
497,Takoradi,GH,2020-06-21 20:33:05,4.88,-1.76,77.27,86,100,12.75
498,Akyab,MM,2020-06-21 20:34:22,20.15,92.9,81.64,84,87,11.43
499,Lasa,IT,2020-06-21 20:33:14,46.62,10.7,55.4,71,40,3.36
500,Meulaboh,ID,2020-06-21 20:30:09,4.14,96.13,74.43,96,100,4.83
501,Srednekolymsk,RU,2020-06-21 20:34:23,67.45,153.68,83.41,27,0,5.97
502,Verkhnevilyuysk,RU,2020-06-21 20:34:23,63.45,120.32,63.82,73,90,3.42
503,Vaitape,PF,2020-06-21 20:34:24,-16.52,-151.75,78.93,80,95,21.68
504,Howard Springs,AU,2020-06-21 20:34:24,-12.5,131.05,73.4,49,0,8.05
505,Aklavik,CA,2020-06-21 20:34:24,68.22,-135.01,46.4,75,75,3.36
506,Kargil,IN,2020-06-21 20:34:24,34.57,76.1,51.69,52,2,3.71
507,Barraute,CA,2020-06-21 20:34:24,48.43,-77.63,87.8,33,75,16.11
508,Omboue,GA,2020-06-21 20:34:25,-1.57,9.26,72.97,89,35,8.19
509,Kudahuvadhoo,MV,2020-06-21 20:34:25,2.67,72.89,83.52,74,82,9.71
510,Traverse City,US,2020-06-21 20:34:25,44.76,-85.62,77.0,57,75,12.75
511,Nova Olimpia,BR,2020-06-21 20:34:25,-14.8,-57.29,84.92,43,0,2.26
512,Tsiroanomandidy,MG,2020-06-21 20:34:25,-18.77,46.03,64.44,75,100,1.59
513,Kalengwa,ZM,2020-06-21 20:34:26,-13.47,25.0,52.9,53,0,5.32
514,Grand Gaube,MU,2020-06-21 20:34:26,-20.01,57.66,72.0,77,53,7.0
515,Tommot,RU,2020-06-21 20:34:26,58.96,126.29,56.25,69,97,2.77
516,Manokwari,ID,2020-06-21 20:34:26,-0.87,134.08,79.97,71,0,4.81
517,Primorsk,UA,2020-06-21 20:34:26,46.73,36.34,69.93,82,1,2.44
518,Jacksonville Beach,US,2020-06-21 20:34:27,30.29,-81.39,95.0,28,1,8.05
519,Amuntai,ID,2020-06-21 20:34:27,-2.42,115.25,72.61,98,100,0.38
520,Zyryanka,RU,2020-06-21 20:30:34,65.75,150.85,79.79,31,0,14.38
521,Gander,CA,2020-06-21 20:34:27,48.97,-54.59,64.4,48,75,14.99
522,Blythe,US,2020-06-21 20:34:27,33.61,-114.6,106.0,15,1,6.93
523,Tibiri,NE,2020-06-21 20:34:28,13.56,7.05,96.46,20,28,3.22
524,Oras,PH,2020-06-21 20:34:28,12.14,125.44,80.33,83,69,4.76
525,Huarmey,PE,2020-06-21 20:34:28,-10.07,-78.15,67.5,72,36,9.26
526,Gillette,US,2020-06-21 20:33:42,44.29,-105.5,72.0,43,75,16.11
527,Batagay,RU,2020-06-21 20:34:28,67.63,134.63,79.16,34,0,4.41
528,Dhidhdhoo,MV,2020-06-21 20:34:29,6.88,73.1,83.71,70,100,10.6
529,Ginir,ET,2020-06-21 20:34:29,7.13,40.7,59.94,89,53,4.29
530,Aginskoye,RU,2020-06-21 20:34:29,51.1,114.53,55.56,65,100,0.69
531,Calvia,ES,2020-06-21 20:34:29,39.57,2.51,75.2,73,9,4.7
532,Claresholm,CA,2020-06-21 20:31:14,50.03,-113.59,72.0,56,1,13.87
533,Mount Gambier,AU,2020-06-21 20:34:30,-37.83,140.77,48.2,100,75,12.75
534,Richards Bay,ZA,2020-06-21 20:34:30,-28.78,32.04,62.29,65,0,6.85
535,Vidim,RU,2020-06-21 20:34:30,56.41,103.11,57.54,81,15,5.12
536,Saint-Pierre,RE,2020-06-21 20:29:56,-21.34,55.48,66.2,82,20,4.7
537,Nemuro,JP,2020-06-21 20:34:30,43.32,145.57,50.65,88,82,8.55
538,Nerchinskiy Zavod,RU,2020-06-21 20:33:37,51.31,119.61,49.26,86,4,3.2
539,Shaunavon,CA,2020-06-21 20:34:31,49.65,-108.42,69.39,44,100,8.84
540,Vila Do Maio,CV,2020-06-21 20:34:31,15.13,-23.22,80.6,69,20,19.46
541,Mandalgovi,MN,2020-06-21 20:34:31,45.76,106.27,56.23,79,100,10.16
542,Vigrestad,NO,2020-06-21 20:34:31,58.57,5.7,62.6,72,75,8.05
543,Iraquara,BR,2020-06-21 20:34:32,-12.25,-41.62,65.89,79,44,3.53
544,Dingle,PH,2020-06-21 20:34:32,11.0,122.67,77.63,86,97,3.51
545,Kangaatsiaq,GL,2020-06-21 20:31:14,68.31,-53.46,42.01,71,14,7.56
546,Jutai,BR,2020-06-21 20:34:33,-5.18,-68.9,88.29,58,65,2.06
547,Sur,OM,2020-06-21 20:34:33,22.57,59.53,85.75,69,98,12.12
548,Port Hedland,AU,2020-06-21 20:33:21,-20.32,118.57,59.0,44,0,8.05
549,Pangnirtung,CA,2020-06-21 20:33:39,66.15,-65.71,46.4,70,75,16.11
550,Kushima,JP,2020-06-21 20:30:21,31.46,131.23,69.26,90,25,6.6
551,Sohag,EG,2020-06-21 20:34:34,26.56,31.69,87.06,16,0,4.92
552,Kon Tum,VN,2020-06-21 20:34:34,14.35,108.0,70.57,93,89,0.87
553,Filadelfia,US,2020-06-21 20:31:39,39.95,-75.16,90.0,51,75,4.7
554,Tura,IN,2020-06-21 20:34:35,25.52,90.22,74.26,96,26,5.82
555,Oum Hadjer,TD,2020-06-21 20:34:35,13.3,19.7,89.4,39,1,18.81
556,Massaguet,TD,2020-06-21 20:34:35,12.48,15.44,86.0,48,28,4.7
557,Abatskoye,RU,2020-06-21 20:34:35,56.29,70.46,42.62,85,11,5.23
558,Mareeba,AU,2020-06-21 20:34:35,-17.0,145.43,64.0,86,9,1.72
559,Inverell,AU,2020-06-21 20:34:36,-29.78,151.12,37.0,95,8,2.33
